Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
31,4.9,12.934179,77.615797,13.024179,77.705797,17:26:35,17:37:13,Cloudy,Medium ,0,Drinks ,motorcycle ,2,No ,Urban ,42
38,4.8,22.74806,75.8934,22.79806,75.9434,18:34:33,18:35:19,Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,26
28,4.8,17.455894,78.375467,17.485894,78.405467,23:26:18,23:37:03,Cloudy,Low ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,17
26,4.9,25.459775,81.834841,25.589775,81.964841,21:20:37,21:28:42,Stormy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,21
22,4.9,19.254567,72.848923,19.294567,72.888923,14:23:56,14:37:04,Windy,High ,1,Meal ,motorcycle ,0,No ,Urban ,14
35,4.8,26.492106,80.327797,26.542106,80.377797,0:00:11,0:14:37,Stormy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,22
20,4,9.988483,76.295211,10.038483,76.345211,20:24:03,20:34:39,Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,31
32,4.7,17.455894,78.375467,17.525894,78.445467,18:02:37,18:05:22,Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
31,3.5,11.000762,76.981876,11.090762,77.071876,20:44:36,20:47:54,Windy,Jam ,2,Snack ,scooter ,1,Yes ,Metropolitian ,41
37,5,23.234631,77.401663,23.254631,77.421663,8:41:22,8:48:42,Sunny,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,16
22,4.5,18.530963,73.828972,18.580963,73.878972,20:00:03,20:00:49,Windy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,29
33,4.1,12.979096,77.640625,13.039096,77.700625,17:25:25,17:37:18,Windy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,33
28,4.8,17.438263,78.397865,17.468263,78.427865,17:37:52,17:53:26,Cloudy,Medium ,2,Buffet ,scooter ,0,No ,Urban ,14
36,3.6,23.374989,85.335486,23.444989,85.405486,19:35:45,19:50:25,Windy,Jam ,2,Buffet ,motorcycle ,0,No ,Urban ,34
28,4.6,17.411028,78.329645,17.431028,78.349645,10:11:38,10:28:58,Sunny,Low ,0,Meal ,motorcycle ,0,No ,Urban ,17
28,4.9,12.352058,76.60665,12.412058,76.66665,19:14:17,19:23:25,Stormy,Jam ,1,Drinks ,motorcycle ,1,No ,Urban ,22
38,4.6,26.902908,75.792934,26.922908,75.812934,8:12:56,8:24:57,Fog,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,15
38,4.5,22.744648,75.894377,22.754648,75.904377,10:17:34,10:20:23,Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,20
28,4.5,22.744648,75.894377,22.804648,75.954377,19:57:38,20:12:32,Cloudy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,21
36,4.8,23.211529,77.419399,23.281529,77.489399,0:02:21,0:17:12,Sunny,Low ,1,Snack ,scooter ,1,No ,Urban ,22
20,4.5,11.024839,77.007003,11.054839,77.037003,22:34:59,22:43:02,Windy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,13
23,4.6,25.450329,81.834279,25.590329,81.974279,19:03:52,19:06:15,Cloudy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,34
32,4.4,22.751857,75.866699,22.861857,75.976699,23:02:31,23:15:47,Fog,Low ,0,Snack ,motorcycle ,1,No ,Urban ,41
34,4,22.725748,75.898497,22.855747,76.028497,17:48:09,18:04:45,Cloudy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,36
27,5,26.90294,75.793007,26.93294,75.823007,18:31:23,18:36:22,Fog,Medium ,1,Buffet ,scooter ,1,No ,Urban ,12
30,4.7,26.913726,75.75282,27.003726,75.842821,22:53:58,23:00:28,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,22
23,4.6,19.12663,72.829976,19.21663,72.919976,23:13:37,23:17:24,Fog,Low ,2,Drinks ,scooter ,1,No ,Urban ,28
32,4.3,21.15276,72.778059,21.24276,72.868059,18:46:21,19:02:44,Windy,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,37
32,4.3,23.214294,77.435361,23.264294,77.485361,23:22:04,23:27:10,Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,31
25,4.9,10.994136,76.963303,11.024136,76.993303,20:37:52,20:53:47,Windy,Jam ,1,Meal ,scooter ,1,No ,Urban ,10
29,4.7,13.045479,80.23311,13.155479,80.34311,18:52:24,19:05:28,Sandstorms,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,22
25,4.9,12.352058,76.60665,12.432058,76.68665,20:13:41,20:16:42,Stormy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,24
31,5,30.902872,75.826808,30.912872,75.836808,10:56:35,11:08:41,Stormy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,28
28,4.6,25.457116,81.859682,25.597116,81.999682,23:49:56,0:02:29,Cloudy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,23
35,4.9,18.994237,72.825553,19.024237,72.855553,20:38:29,20:47:14,Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,19
28,4.5,22.310526,73.170937,22.320526,73.180937,8:25:12,8:26:05,Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
25,4.8,23.232537,77.429845,23.272537,77.469845,16:25:28,16:32:10,Stormy,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,21
37,4.7,23.39925,85.390464,23.50925,85.500464,21:43:18,21:54:05,Fog,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,45
34,4.6,18.592718,73.773572,18.642718,73.823572,23:25:51,23:32:48,Fog,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,19
35,4.7,19.176269,72.836721,19.216269,72.876721,14:53:46,15:09:33,Sunny,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,21
36,3.6,12.972532,77.608179,13.102532,77.738179,17:29:22,17:30:15,Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,34
26,4.4,23.333017,85.3172,23.373017,85.3572,15:02:22,15:18:51,Stormy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,34
26,4.7,13.027018,80.254791,13.097018,80.324791,21:29:17,21:38:25,Cloudy,Jam ,0,Snack ,motorcycle ,1,Yes ,Urban ,48
31,4.7,26.849596,75.800512,26.889596,75.840512,13:20:26,13:22:39,Cloudy,High ,1,Snack ,scooter ,0,No ,Metropolitian ,29
22,5,26.472001,80.354002,26.612001,80.494002,17:16:03,17:25:13,Fog,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,27
21,4.9,19.22384,72.841347,19.29384,72.911347,21:04:58,21:17:42,Sandstorms,Jam ,2,Meal ,motorcycle ,1,No ,Urban ,24
25,4.8,26.913726,75.75282,27.023726,75.86282,19:15:12,19:26:49,Sunny,Jam ,1,Buffet ,scooter ,0,No ,NaN ,10
20,4.9,13.029198,77.570997,13.059198,77.600997,18:58:10,19:13:54,Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,14
30,4.8,23.374878,85.335739,23.434878,85.395739,18:13:57,18:19:30,Cloudy,Medium ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,17
21,4.1,13.044694,80.26147,13.154694,80.37147,20:42:55,20:57:34,Cloudy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,33
22,4.7,23.374989,85.335486,23.414989,85.375486,14:38:47,14:50:18,Sandstorms,High ,1,Meal ,motorcycle ,0,No ,Urban ,19
39,4.6,17.440827,78.393391,17.480827,78.433391,15:54:19,16:01:12,Fog,Medium ,2,Buffet ,motorcycle ,1,No ,Urban ,16
36,4.7,12.970221,77.645396,13.050221,77.725396,23:59:03,0:00:18,Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,22
34,4.4,18.543626,73.905101,18.553626,73.915101,11:23:28,11:29:26,Cloudy,High ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,35
39,4.2,19.254567,72.848923,19.364567,72.958923,17:59:52,18:04:05,Windy,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,34
25,4.7,19.879631,75.323403,19.959631,75.403403,23:39:57,23:52:57,Stormy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,15
27,4.7,12.934179,77.615797,12.984179,77.665797,21:29:22,21:35:21,Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
34,4.9,22.310329,73.169083,22.320329,73.179083,8:22:15,8:25:21,Sunny,Low ,1,Meal ,scooter ,1,No ,Urban ,13
24,4.7,22.753839,75.897429,22.843839,75.987429,19:48:34,19:55:31,Windy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,28
30,4.1,23.351489,85.324253,23.481489,85.454253,22:02:15,22:14:01,Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,41
23,4.6,18.636215,73.751081,18.696215,73.811081,21:12:09,21:22:57,Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,16
25,4.8,13.005801,80.250744,13.025801,80.270744,8:33:51,8:39:25,Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,21
26,4.9,12.323994,76.626167,12.453994,76.756167,21:19:23,21:29:33,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
22,4.6,13.027018,80.254791,13.067018,80.294791,14:50:29,15:01:30,Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,25
23,4.7,17.458998,78.500366,17.568998,78.610366,20:14:14,20:18:43,Sandstorms,Jam ,1,Meal ,motorcycle ,0,No ,Metropolitian ,22
20,4.7,18.53408,73.89852,18.62408,73.98852,18:18:55,18:31:58,Sandstorms,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,27
22,4,18.593481,73.785901,18.663481,73.855901,21:21:14,21:25:48,Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,31
22,4.7,12.970221,77.645396,13.030221,77.705396,17:59:48,18:14:00,Sandstorms,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,26
36,4.7,21.149669,72.772629,21.239669,72.862629,19:40:33,19:51:11,Sunny,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,28
25,5,22.514688,88.393294,22.564688,88.443294,17:14:52,17:26:48,Fog,Medium ,1,Snack ,motorcycle ,1,No ,Urban ,16
31,4.7,12.323225,76.630028,12.373225,76.680028,17:43:30,17:59:01,Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,26
36,5,23.234249,77.434007,23.254249,77.454007,9:33:26,9:38:13,Sunny,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,10
21,4.7,23.416792,85.316842,23.506792,85.406842,17:18:50,17:22:17,Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,30
33,4.7,10.994136,76.963303,11.074136,77.043303,18:22:36,18:38:59,Sandstorms,Medium ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,23
25,4.8,11.022298,76.998349,11.082298,77.058349,21:48:03,22:02:16,Cloudy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,31
26,4.7,18.546947,73.900626,18.576947,73.930626,19:55:54,20:05:13,Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Urban ,15
32,4.8,18.539299,73.897902,18.599299,73.957902,18:19:58,18:27:16,Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Urban ,21
37,5,26.846156,75.8023,26.896156,75.8523,21:22:27,21:29:50,Stormy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,30
35,4.8,26.891191,75.802083,26.971191,75.882083,18:44:01,18:53:27,Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
25,4.6,22.32,73.17,22.41,73.26,17:53:01,18:04:26,Sunny,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,16
28,4.8,25.450329,81.834279,25.460329,81.844279,8:59:56,9:03:10,Sunny,Low ,1,Drinks ,scooter ,1,No ,Urban ,20
33,4.7,17.431477,78.40035,17.561477,78.53035,20:21:42,20:30:37,Sunny,Jam ,1,Buffet ,motorcycle ,1,No ,Urban ,26
21,4.5,12.326356,76.619103,12.416356,76.709103,23:57:42,0:09:09,Stormy,Low ,2,Buffet ,scooter ,0,No ,Urban ,12
31,4.7,12.979166,77.640709,13.039166,77.700709,17:51:48,18:04:56,Sunny,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,15
27,4.1,21.175975,72.795503,21.285975,72.905503,17:59:02,18:05:10,Cloudy,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,37
29,4.6,15.303897,73.914336,15.333897,73.944336,17:15:10,17:15:46,Sunny,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,12
26,4.9,13.081878,80.248519,13.171878,80.338519,20:38:11,20:44:49,Fog,Jam ,0,Drinks ,motorcycle ,0,No ,Urban ,35
23,4.5,11.025083,77.015393,11.045083,77.035393,10:31:52,10:35:12,Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,22
26,4.8,18.927584,72.832585,18.987584,72.892585,18:37:32,18:47:29,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,24
20,4.7,11.024839,77.007003,11.114839,77.097003,18:18:27,18:21:32,Stormy,Medium ,2,Drinks ,scooter ,0,No ,Urban ,29
31,4.1,18.53408,73.89852,18.64408,74.00852,19:42:26,19:46:15,Stormy,Jam ,0,Buffet ,motorcycle ,2,No ,Urban ,39
36,4.8,18.927584,72.832585,19.057584,72.962585,20:48:13,20:52:52,Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,29
36,4.2,23.359407,85.325055,23.389407,85.355055,19:56:35,20:11:37,Stormy,Jam ,0,Buffet ,motorcycle ,1,Yes ,Urban ,43
23,4.9,22.310329,73.169083,22.440329,73.299083,23:55:52,0:02:15,Sunny,Low ,0,Snack ,motorcycle ,0,No ,Urban ,23
29,4.9,18.592718,73.773572,18.672718,73.853572,20:42:21,20:57:16,Sunny,Jam ,2,Drinks ,scooter ,1,No ,Urban ,22
22,4.8,12.337978,76.616792,12.367978,76.646792,19:19:21,19:23:21,Sandstorms,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,16
33,4,21.173493,72.801953,21.263493,72.891953,23:36:11,23:47:02,Cloudy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,36
39,4.7,18.546947,73.900626,18.676947,74.030626,21:42:45,21:57:18,Sandstorms,Jam ,0,Snack ,motorcycle ,0,No ,Urban ,38
33,4.2,22.651847,75.881991,22.711847,75.941991,19:50:23,19:52:11,Stormy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,33
23,4.8,26.471617,80.313564,26.551617,80.393564,22:29:31,22:36:06,Fog,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,28
28,5,27.159795,78.04299,27.169795,78.05299,11:12:47,11:29:40,Fog,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,26
38,4.6,22.753839,75.897429,22.823839,75.967429,18:11:17,18:21:05,Windy,Medium ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,20
32,4.6,12.906229,77.596791,12.946229,77.636791,14:58:18,15:13:00,Windy,High ,1,Drinks ,scooter ,1,No ,NaN ,25
35,4.6,19.065838,72.832658,19.125838,72.892658,23:32:24,23:35:59,Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,20
39,4.9,30.372202,78.077151,30.452202,78.157151,22:43:30,22:47:22,Sandstorms,Low ,2,Snack ,scooter ,,No ,Metropolitian ,15
21,4.9,18.546947,73.900626,18.576947,73.930626,19:27:29,19:41:06,Cloudy,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,28
32,4.7,23.333017,85.3172,23.403017,85.3872,23:14:57,23:27:56,Stormy,Low ,2,Drinks ,electric_scooter ,0,No ,Urban ,27
32,4.6,9.957144,76.296783,10.067144,76.406783,21:43:05,21:55:28,Fog,Jam ,0,Drinks ,motorcycle ,3,No ,Metropolitian ,49
31,4.6,30.332735,78.054222,30.422735,78.144222,21:16:19,21:33:10,Fog,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,35
32,4.5,22.310526,73.170937,22.330526,73.190937,10:21:39,10:35:09,Cloudy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,15
22,4.8,12.311072,76.654878,12.361072,76.704878,23:14:10,23:16:15,Sandstorms,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,12
24,4.6,18.546947,73.900626,18.596947,73.950626,20:52:36,21:02:19,Windy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,25
28,4.4,22.744648,75.894377,22.814648,75.964377,17:58:05,18:13:03,Cloudy,Medium ,2,Buffet ,electric_scooter ,2,No ,Metropolitian ,38
37,4.6,26.902328,75.794257,26.912328,75.804257,11:26:31,11:34:20,Fog,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,30
23,4.8,12.933298,77.614293,12.953298,77.634293,8:25:05,8:28:17,Cloudy,Low ,2,Snack ,scooter ,1,No ,Urban ,18
35,4.8,26.910262,75.783013,26.940262,75.813013,19:51:59,20:04:31,Windy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,34
23,4.7,21.186438,72.794115,21.196438,72.804115,11:54:12,12:07:33,Stormy,High ,2,Meal ,scooter ,0,No ,Urban ,10
25,4.6,18.530963,73.828972,18.560963,73.858972,19:24:56,19:29:31,Windy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,13
27,4.8,21.186438,72.794115,21.216438,72.824115,22:51:06,22:57:09,Fog,Low ,0,Meal ,motorcycle ,0,No ,Urban ,15
33,4.4,22.753839,75.897429,22.833838,75.977429,20:03:04,20:11:12,Stormy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,39
25,5,12.323225,76.630028,12.413225,76.720028,20:50:21,21:00:25,Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,47
30,4.3,10.96185,76.971082,11.00185,77.011082,13:53:35,14:07:37,Sandstorms,High ,2,Buffet ,scooter ,1,No ,Metropolitian ,33
22,5,12.337978,76.616792,12.417978,76.696792,18:11:06,18:26:23,Windy,Medium ,1,Buffet ,motorcycle ,0,No ,Urban ,16
33,4.6,10.020683,76.310631,10.080683,76.370631,17:31:02,17:43:21,Sunny,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,17
27,5,12.979096,77.640625,12.989096,77.650625,10:19:09,10:27:30,Cloudy,Low ,2,Snack ,scooter ,,No ,Urban ,10
20,4.6,12.935662,77.61413,12.975662,77.65413,12:45:58,13:03:26,Sandstorms,High ,0,Drinks ,motorcycle ,0,No ,Urban ,22
20,4.9,18.554382,73.798206,18.594382,73.838206,15:24:13,15:32:10,Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,28
35,5,11.02091,76.940432,11.06091,76.980432,12:32:13,12:43:13,Cloudy,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,31
33,5,27.165108,78.015053,27.235108,78.085053,19:56:00,20:13:19,Windy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,28
20,4.9,18.543626,73.905101,18.653626,74.015101,17:17:57,17:29:50,Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,30
35,4.7,17.440827,78.393391,17.530827,78.483391,21:00:46,21:07:13,Stormy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,29
20,4.7,22.310329,73.169083,22.340329,73.199083,19:11:41,19:21:43,Stormy,Jam ,2,Drinks ,motorcycle ,1,No ,Urban ,22
22,4.9,22.761226,75.887522,22.771226,75.897522,8:22:43,8:32:21,Fog,Low ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,15
36,4.9,19.121999,72.908493,19.211999,72.998493,17:52:11,18:03:08,Sandstorms,Medium ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,48
34,4.3,12.981615,80.231598,13.051615,80.301598,23:56:09,0:00:45,Fog,Low ,0,Meal ,motorcycle ,2,No ,Urban ,38
25,4.7,18.536562,73.896485,18.606562,73.966485,23:13:43,23:18:12,Cloudy,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,28
21,4.8,22.307898,73.167788,22.317898,73.177788,11:04:53,11:10:12,Sunny,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,17
37,5,22.75004,75.902847,22.81004,75.962847,22:31:11,22:37:22,Sunny,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,19
29,4.7,13.086438,80.220672,13.196438,80.330672,19:50:26,20:04:49,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,NaN ,27
36,4.9,26.482581,80.315628,26.562581,80.395628,22:35:27,22:46:00,Stormy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,23
23,4.7,12.935662,77.61413,13.005662,77.68413,23:42:13,23:54:02,Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,19
28,4.5,11.024839,77.007003,11.154839,77.137003,18:57:32,19:13:41,Stormy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,26
31,4.8,12.972532,77.608179,12.982532,77.618179,11:37:11,11:47:41,Sunny,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,22
39,4.7,18.592718,73.773572,18.642718,73.823572,22:12:11,22:25:23,Fog,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,19
33,4.9,17.428294,78.404423,17.468294,78.444423,15:20:22,15:38:44,Fog,Medium ,1,Snack ,motorcycle ,1,No ,Urban ,18
33,4.4,13.045479,80.23311,13.115479,80.30311,21:25:24,21:43:34,Windy,Jam ,2,Drinks ,scooter ,0,No ,Metropolitian ,37
22,4.9,18.530963,73.828972,18.570963,73.868972,12:34:02,12:49:31,Cloudy,High ,0,Meal ,motorcycle ,0,No ,Urban ,25
27,4.8,12.970221,77.645396,13.100221,77.775396,17:51:59,18:02:53,Cloudy,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,32
31,4.8,12.975996,80.221898,12.995996,80.241898,11:58:04,12:05:51,Cloudy,High ,2,Buffet ,electric_scooter ,1,No ,Urban ,26
37,4.4,19.055831,72.833984,19.105831,72.883984,19:38:13,19:51:52,Sandstorms,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,32
24,4.8,19.103249,72.846749,19.233249,72.976749,18:01:07,18:12:26,Stormy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,29
23,4.5,21.185047,72.80859,21.235047,72.85859,21:44:17,21:53:37,Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,23
23,4.9,13.045479,80.23311,13.055479,80.24311,9:17:14,9:23:10,Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,15
34,4.9,11.016298,76.972076,11.026298,76.982076,10:29:55,10:42:55,Fog,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,24
21,4.2,17.431477,78.40035,17.541477,78.51035,19:56:24,20:12:56,Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,39
35,3.5,22.74806,75.8934,22.82806,75.9734,17:11:48,17:24:02,Stormy,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,34
34,4.7,30.899992,75.831338,31.039992,75.971338,22:54:22,22:56:07,Stormy,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,17
22,4.3,26.849596,75.800512,26.939596,75.890512,20:49:53,21:03:13,Stormy,Jam ,0,Meal ,motorcycle ,2,No ,Urban ,37
24,5,11.001753,76.986241,11.011753,76.996241,10:49:54,10:51:53,Sunny,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,17
27,4.5,22.727021,75.884167,22.817021,75.974167,22:13:33,22:26:38,Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,23
23,5,13.044694,80.26147,13.124694,80.34147,20:23:46,20:28:12,Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,37
37,4.7,19.091458,72.827808,19.181458,72.917808,19:02:13,19:05:28,Stormy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,28
38,4.9,23.211529,77.419399,23.221529,77.429399,11:35:57,11:50:14,Sunny,High ,1,Snack ,motorcycle ,1,No ,Metropolitian ,20
38,4.9,12.972532,77.608179,13.012532,77.648179,12:51:16,13:03:51,Stormy,High ,0,Meal ,motorcycle ,2,No ,Metropolitian ,47
28,4.6,30.328174,78.049117,30.418174,78.139117,23:25:25,23:29:32,Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,22
23,4.7,21.170798,72.790489,21.190798,72.810489,9:00:41,9:11:36,Windy,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,19
34,4.8,26.47775,80.351569,26.51775,80.391569,15:22:45,15:36:17,Fog,Medium ,2,Meal ,scooter ,1,No ,Urban ,19
20,4.6,19.003517,72.82765,19.073517,72.89765,22:29:52,22:31:23,Windy,Low ,0,Meal ,motorcycle ,0,No ,Urban ,19
36,4.9,25.45235,81.841889,25.51235,81.901889,17:22:42,17:32:23,Stormy,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,30
35,4.7,11.022169,76.999594,11.062169,77.039594,12:42:57,12:58:58,Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,34
24,5,22.311844,73.165081,22.361844,73.215081,23:26:07,23:38:43,Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,23
38,4.7,30.361281,78.068022,30.391281,78.098022,21:22:24,21:38:27,Cloudy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,28
34,4.9,11.003008,76.97544,11.063009,77.03544,18:02:41,18:08:35,Windy,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,28
34,4.5,21.149834,72.778666,21.199834,72.828666,20:31:21,20:36:29,Sunny,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,16
29,4.9,12.933298,77.614293,12.993298,77.674293,21:56:09,22:02:17,Stormy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,19
34,4.6,12.323225,76.630028,12.363225,76.670028,13:23:05,13:29:30,Windy,High ,1,Snack ,scooter ,1,No ,Urban ,34
26,4.7,17.41233,78.449654,17.45233,78.489654,12:37:08,12:43:54,Cloudy,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,33
28,4.8,21.175104,72.804342,21.265104,72.894342,22:53:24,23:03:33,Fog,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,23
32,4.5,10.994136,76.963303,11.024136,76.993303,19:43:50,19:54:14,Sunny,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,23
26,4.6,26.846156,75.8023,26.936156,75.8923,21:45:40,21:53:18,Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,23
39,4.9,30.340722,78.060221,30.350722,78.070221,10:53:50,11:03:17,Sandstorms,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,20
38,4.5,30.899584,75.809346,30.989584,75.899346,19:30:22,19:37:41,Stormy,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,33
23,4.8,12.334022,76.618203,12.404022,76.688203,19:33:20,19:40:38,Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,21
